user,item,rating,prediction
A3OT1WCOZLZV5D,6301327756,5.0,4.799956798553467
A1E2POEKKLNLD9,B00005JMJ4,5.0,3.410358190536499
A35PF4XXTB5A8H,B00005O061,5.0,3.591339111328125
AJUEE2C2EJ0V3,B00005JL3T,3.0,3.0921881198883057
A2W39GGRWSFU7K,6302206294,3.0,3.354557514190674
AMYMJ96STIRW,B00BEIYLO8,1.0,1.9335525035858154
A1E7VTRDMI4XMV,6304383177,5.0,4.922191143035889
A3SOV9HFM5H9T1,B008220DGE,4.0,3.769369125366211
A2Y1SCM930PZI7,B0001DMVBC,4.0,3.769369125366211
AUGABW5AS2OXM,6300215865,5.0,4.922191143035889
A3D6DPWQW509R9,6302453224,5.0,4.922191143035889
AO4ZG16RR30OM,6300215695,5.0,4.922191143035889
AYWSFRCIMOAYE,0767825411,2.0,3.5387837886810303
A3JXPMX8E59PL1,6301543408,4.0,2.9526071548461914
A3AEN6JWPGUWFM,B00004RYDC,4.0,3.354557514190674
A1BED4EH3VRX5K,B000TGJ8A8,3.0,2.765899896621704
AC05OLIRGOS7P,0790729342,5.0,4.865676403045654
AS2J1Q4Y0ZM5A,B0009PLLN6,1.0,2.0350728034973145
A2KG8WLR1AKO12,B00009NHAR,5.0,4.005870819091797
A2UBSGFCP2QFNV,B007MDB548,4.0,4.834598541259766
A2NZAGMAS7N5ZP,630420065X,4.0,3.591339111328125
A2YY1J4OPSHQJV,B00AF6B22E,4.0,4.005870819091797
A1OPS217DE4ZRP,B0009OL7Z4,5.0,4.246036529541016
A2RD0B8LLOSMCQ,6300181510,3.0,3.0912508964538574
A17FLA8HQOFVIG,B00009OOFA,1.0,3.0793282985687256
A18LMYMKHT65PO,B00CIXVAN8,4.0,4.505747318267822
A2KB14WCZ1DVE3,0783226152,5.0,4.653619766235352
A3F0HT2YG3X6CD,6302843200,3.0,4.768721103668213
A2T049UQONS0OY,B0007PALGG,3.0,3.591339111328125
AO461REE0KA4J,630401967X,5.0,4.085698127746582
A203GFDF90DSWD,0788860704,5.0,4.922191143035889
ARFCORBCTKX1J,1558908382,4.0,4.191592216491699
A2GT65YTNYXBW3,B000069HYD,4.0,4.005484104156494
A38RO46GVRD56P,B000BNX3AU,1.0,2.6265344619750977
AKD9FWMGD6AZM,B002IKIHE6,2.0,2.2321324348449707
A3SFO2GSP5CVSM,6303449050,5.0,3.9896786212921143
A3CX9ZSEFCDXX4,B0027P94CQ,4.0,4.077461242675781
A2UPE7OTFZS84O,B00CUDD0J8,4.0,1.958713412284851
A18GP1PWVTKXQQ,B00005JPOE,5.0,2.6265344619750977
A23U3IKN7CWO3Y,0790729628,4.0,4.005870819091797
A2V29IO9JQQF5P,B001EAWMGA,5.0,3.769369125366211
A1R09II733292R,B000BOH8UA,3.0,4.611560821533203
A1EAN2SFKYBJ05,B00005JPAR,4.0,4.357918739318848
A34BP6PCVMX46G,B0000633ZP,3.0,2.333597183227539
A7Y6AVS576M03,B00003CXJ1,5.0,4.712393283843994
A31X9O49RQUNZ1,0790736403,4.0,3.769369125366211
AGU2ZGUBFCJTJ,6301966554,4.0,4.196449279785156
A1XT8AJB7S9JJG,B0059XTUB8,4.0,3.9896786212921143
A3KY68OTSNHM3G,B00003CXZ1,4.0,4.505747318267822
ABM4K7QY8N4UZ,6304708432,5.0,4.465656280517578
A319YRDK8Y39N,B00006CXHU,4.0,4.077461242675781
A2FI3IJB2W4YJB,6304331851,5.0,3.5110557079315186
AIIR8E34EDKCQ,1415720584,5.0,3.994663715362549
A6FXJ74CGS4EB,1573624039,5.0,3.66294527053833
A3HJAIFRRFHUAB,B004BDOF1C,4.0,3.851445436477661
AD0J5KK4WQXNS,0783113145,4.0,4.398926734924316
A2X6GEC6LCDN4S,B0009S4J1O,5.0,4.799956798553467
A27H9DOUGY9FOS,156219464X,5.0,4.768721103668213
A2WX1UESDOLXRE,B000HCO87C,3.0,3.345001697540283
AUSATFDSU2INS,B00006ADFO,2.0,2.9937801361083984
A31ARSC1LGY8WK,6301599896,4.0,4.398926734924316
AZFCS75RSV25W,0792140923,5.0,4.799956798553467
